trade_date,day_index,strategy_nav,benchmark_nav,position,target_position,traded_notional,strategy_nav_norm,benchmark_nav_norm,excess_nav,drawdown,strategy_daily_return,benchmark_daily_return,daily_excess_return,turnover_ratio
2022-01-18,11,196075.536,193487.98628005583,0.39948379893756863,0.47997210919857025,8792.0,0.9658154098243682,0.9674399314002792,-0.001679196323393084,-0.037838441304596904,-0.03642004322605663,-0.008224241689034462,-0.02819580153702217,0.043206792406557594
2022-01-19,12,193555.1535,189281.6074536661,0.4231300408128891,0.4805872440338135,70379.0,0.9534006827920694,0.9464080372683306,0.007388615954617261,-0.050206201220900915,-0.012854140559381166,-0.02173974161011416,0.008885601050732994,0.3589382002250398
2022-01-20,13,188336.82999999996,188667.33596725576,0.42747878893363567,0.48108746111392975,60199.0,0.9276966232619266,0.9433366798362788,-0.01657950645687456,-0.07581301773133431,-0.026960395554645022,-0.0032452782638202615,-0.02371511729082476,0.3110172935798375
2022-01-21,14,185221.1665,186740.37177873452,0.4343132133335312,0.481362983584404,33165.0,0.9123497019604987,0.9337018588936726,-0.022868281485991404,-0.09110187890537869,-0.016543038873490512,-0.010213554872347763,-0.006329484001142749,0.17609407570468297
2022-01-24,15,184777.83049999998,188079.02013409187,0.44322416698143885,0.4814971089363098,34258.0,0.9101659479376107,0.9403951006704594,-0.03214516187004446,-0.09327737139917858,-0.0023935493355183857,0.007168500001400346,-0.009562049336918732,0.18495726297026643
2022-01-25,16,183433.49649999998,183065.2161940385,0.3436068177438901,0.48166729509830475,17556.0,0.9035441198419791,0.9153260809701925,-0.012871873065962713,-0.09987414794374061,-0.0072754074250265255,-0.02665796502171669,0.019382557596690164,0.09501139802591199
2022-01-26,17,182568.41299999997,184877.8659751723,0.2666342945096423,0.4816858619451523,19323.0,0.8992829509469222,0.9243893298758614,-0.027159961844551828,-0.10411919608050402,-0.004716060678699452,0.00990166137958437,-0.014617722058283822,0.105340629539818
2022-01-27,18,179904.41299999997,178868.95379579894,0.25577471520945966,0.4816214591264725,0.0,0.8861608026959945,0.8943447689789947,-0.009150795718683824,-0.11719170091539866,-0.014591790311503705,-0.032502063714756946,0.01791027340325324,0.0
2022-01-28,19,184016.19299999997,179003.2303035021,0.3378235305628783,0.48142029345035553,45212.0,0.9064143262452437,0.8950161515175105,0.012735160933584844,-0.09701480004076535,0.02285535930683369,0.0007506976747706506,0.02210466163206304,0.25131123381614884
2022-02-07,20,188095.64999999997,179552.06499128195,0.4283565303078514,0.48110684752464294,83656.0,0.926508635380861,0.8977603249564098,0.03202225541192982,-0.07699651124337625,0.02216901096307322,0.00306606024287559,0.01910295072019763,0.45461216557175493
2022-02-08,21,190239.55874999997,175159.5721932373,0.32337648596443674,0.4807705581188202,59490.0,0.9370689538695852,0.8757978609661866,0.06996031348581266,-0.06647614431396642,0.011397970925962397,-0.024463616156449763,0.03586158708241216,0.3162752567643112
